situation,clue,thought,polarity
I used my friend's car to get to the party . , I have a lot of experience driving . , I will be able to get home safely . ,1
I used my friend's car to get to the party . , he always drives carefully . , I will be able to get home safely . ,1
I used my friend's car to get to the party . , I have driven before and I know the roads well . , I will be able to get home safely . ,1
I used my friend's car to get to the party . , it's a fast car . , I would get there on time . ,1
I used my friend's car to get to the party . , I hadleft early . , I would get there on time . ,1
I used my friend's car to get to the party . , I was confident in my friend's driving skills . , I would get there on time . ,1
I used my friend's car to get to the party . , getting a ride was the only way I could've gotten there . , it was the best decision . ,1
I used my friend's car to get to the party . , I couldn't find my car keys . , it was the best decision . ,1
I told my best friend everything about my date last night . , she has been through some of the same things I have . , she won't judge me . ,1
I told my best friend everything about my date last night . , she has done the same things too . , she won't judge me . ,1
I told my best friend everything about my date last night . ," she's been through a lot of dating experiences, too . ", she won't judge me . ,1
I told my best friend everything about my date last night . , she is very experienced when it comes to dating . , she can give me some good advice . ,1
